ItemCode,StockItemName,MarketSegmentation,Presence,ClosingPrice,Prepare,FluctuationRate,OpenPrice,HighPrice,LowPrice,TradingVolume,TransactionAmount,MarketCap,NumberOf ListedShares
종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
223250,드림씨아이에스,KOSDAQ,중견기업부,12040,-160,-1.31,12080,12130,12010,0,30983840,71345668800,6
60570,드림어스컴퍼니,KOSDAQ,중견기업부,3810,-60,-1.55,3865,3930,3750,0,1465984575,2.17E+11,57
192650,드림텍,KOSPI,,9840,-80,-0.81,9930,9970,9800,0,756233140,6.63E+11,67
217620,디딤이앤에프,KOSDAQ,중견기업부,1327,-30,-2.21,1358,1358,1312,0,220351866,65913322783,50
16670,디모아,KOSDAQ,중견기업부,525,25,5,502,570,500,6,2962323876,53475462600,102
187870,디바이스이엔지,KOSDAQ,우량기업부,15480,80,0.52,15670,15670,15450,0,80760140,1.09E+11,7
66670,디스플레이텍,KOSDAQ,우량기업부,4775,10,0.21,4800,4890,4735,0,282037270,89253908450,19
24090,디씨엠,KOSPI,,13130,40,0.31,13170,13270,13110,0,148705430,1.50E+11,11
3160,디아이,KOSPI,,5320,0,0,5370,5370,5230,0,245648560,1.51E+11,28
92200,디아이씨,KOSPI,,4010,-10,-0.25,4020,4030,3975,0,109233540,1.56E+11,39
110990,디아이티,KOSDAQ,우량기업부,6250,-40,-0.64,6330,6500,6150,0,231985550,1.18E+11,19
78590,디아크,KOSDAQ,관리종목(소속부없음),2380,0,0,0,0,0,0,0,3.17E+11,133
263690,디알젬,KOSDAQ,우량기업부,10630,-10,-0.09,10700,10740,10610,0,32218600,1.20E+11,11
214680,디알텍,KOSDAQ,벤처기업부,1682,1,0.06,1681,1686,1653,1,887387098,97589564310,58
377190,디앤디플랫폼리츠,KOSPI,,3760,-50,-1.31,3780,3815,3760,0,181004645,2.42E+11,64
263720,디앤씨미디어,KOSDAQ,중견기업부,24150,-850,-3.4,24800,24900,23900,0,2162780800,2.96E+11,12
376300,디어유,KOSDAQ,기술성장기업부,44200,-550,-1.23,45000,45050,43200,0,10092435550,1.04E+12,24
141020,디에스앤엘,KOSDAQ,투자주의환기종목(소속부없음),1331,0,0,0,0,0,0,0,43659637692,33
109740,디에스케이,KOSDAQ,벤처기업부,6180,30,0.49,6180,6260,6130,0,316557230,1.67E+11,27
196490,디에이테크놀로지,KOSDAQ,투자주의환기종목(소속부없음),3540,5,0.14,3540,3585,3515,0,259497200,94856416920,27
66900,디에이피,KOSDAQ,우량기업부,2970,-5,-0.17,2975,2975,2950,0,28019205,67551173910,23
127120,디엔에이링크,KOSDAQ,기술성장기업부,3850,-10,-0.26,3930,3930,3830,0,35737145,65810714200,17
92070,디엔에프,KOSDAQ,우량기업부,15700,-100,-0.63,15800,15830,15250,0,429880510,1.82E+11,12
39840,디오,KOSDAQ,우량기업부,22600,750,3.43,21950,23000,21950,0,2631975400,3.59E+11,16
13570,디와이,KOSPI,,6070,150,2.53,5960,6080,5940,0,556118300,1.60E+11,26
219550,디와이디,KOSDAQ,관리종목(소속부없음),1766,-34,-1.89,1801,1802,1750,0,585049884,64878583940,37
310870,디와이씨,KOSDAQ,벤처기업부,1763,31,1.79,1794,1795,1736,0,72308368,36471658773,21
210540,디와이파워,KOSPI,,11720,-50,-0.42,11770,11820,11600,0,372104480,1.29E+11,11
104460,디와이피엔에프,KOSDAQ,우량기업부,41300,-250,-0.6,41600,41700,41200,0,996647150,4.42E+11,11
79810,디이엔티,KOSDAQ,중견기업부,11320,-210,-1.82,11540,11540,11140,0,2234856290,1.81E+11,16
113810,디젠스,KOSDAQ,벤처기업부,1017,1,0.1,1022,1027,1010,0,210328331,33182727867,33
43360,디지아이,KOSDAQ,벤처기업부,3595,160,4.66,3490,3625,3465,0,400056850,32355000000,9
197140,디지캡,KOSDAQ,벤처기업부,4635,-5,-0.11,4600,4680,4585,0,68140440,44326488780,10
68930,디지털대성,KOSDAQ,우량기업부,6750,-90,-1.32,6840,6840,6700,0,83209490,1.94E+11,29
33130,디지틀조선,KOSDAQ,중견기업부,2605,15,0.58,2600,2625,2575,0,391096485,96685270535,37
105740,디케이락,KOSDAQ,우량기업부,11770,-200,-1.67,11940,11940,11700,0,418406780,1.08E+11,9
263020,디케이앤디,KOSDAQ,벤처기업부,3235,5,0.15,3250,3250,3200,0,85250570,50227916940,16
290550,디케이티,KOSDAQ,우량기업부,9470,0,0,9500,9590,9360,0,298960650,1.56E+11,16
187220,디티앤씨,KOSDAQ,벤처기업부,4870,-20,-0.41,4890,4915,4850,0,92862755,56969362270,12
383930,디티앤씨알오,KOSDAQ,중견기업부,10620,120,1.14,10500,10810,10500,0,1018801320,67068018720,6
163430,디피코,KONEX,일반기업부,3060,-70,-2.24,3130,3130,3010,0,14881855,27703312200,9
131180,딜리,KOSDAQ,중견기업부,1535,-2,-0.13,1538,1541,1530,0,34243663,45052250000,29
315640,딥노이드,KOSDAQ,기술성장기업부,8210,240,3.01,8070,8570,8070,0,1609068740,76493670140,9
317120,라닉스,KOSDAQ,기술성장기업부,5660,40,0.71,5640,5740,5560,0,93578180,54675600000,10
42510,라온시큐어,KOSDAQ,중견기업부,2690,50,1.89,2665,2770,2640,1,2787561975,1.04E+11,39
232680,라온테크,KOSDAQ,기술성장기업부,10810,-90,-0.83,10920,10960,10670,0,1638301070,1.35E+11,12
300120,라온피플,KOSDAQ,벤처기업부,7840,-160,-2,8070,8070,7810,0,1131274840,1.63E+11,21
171120,라이온켐텍,KOSDAQ,중견기업부,7180,10,0.14,7330,7330,7140,0,42680800,1.36E+11,19
69540,라이트론,KOSDAQ,벤처기업부,2815,-5,-0.18,2820,2825,2795,0,54842800,73364406140,26
285770,라이프사이언스테크놀로지,KONEX,일반기업부,1390,0,0,0,0,0,0,0,4928078200,4
347700,라이프시맨틱스,KOSDAQ,기술성장기업부,6160,-170,-2.69,6420,6420,6100,0,440419810,63004172000,10
214260,라파스,KOSDAQ,기술성장기업부,21350,-200,-0.93,21550,22100,20550,0,816772500,1.84E+11,9
403360,라피치,KONEX,일반기업부,11510,0,0,0,0,0,0,0,33425040000,3
115390,락앤락,KOSPI,,6930,0,0,6940,6970,6890,0,83015530,3.48E+11,50
200350,래몽래인,KOSDAQ,기술성장기업부,22000,-400,-1.79,22500,22550,21800,0,2435739050,1.42E+11,6
171010,램테크놀러지,KOSDAQ,벤처기업부,6160,-20,-0.32,6260,6280,6110,0,469540770,85230111120,14
84650,랩지노믹스,KOSDAQ,우량기업부,6920,0,0,6920,7030,6880,0,2201654070,2.35E+11,34
217500,러셀,KOSDAQ,벤처기업부,4065,120,3.04,4200,4390,4020,4,16212306615,1.29E+11,32
92590,럭스피아,KONEX,일반기업부,1691,0,0,0,0,0,0,0,12329246718,7
141080,레고켐바이오,KOSDAQ GLOBAL,기술성장기업부,41050,800,1.99,40500,41400,40000,0,9850506350,1.08E+12,26
38390,레드캡투어,KOSDAQ,우량기업부,18750,-120,-0.64,18890,18890,18690,0,54019700,1.61E+11,9
294140,레몬,KOSDAQ,기술성장기업부,3850,-25,-0.65,3875,3905,3825,0,217375130,1.42E+11,37
228670,레이,KOSDAQ,우량기업부,25100,600,2.45,24950,25900,24700,0,3297135400,3.52E+11,14
228850,레이언스,KOSDAQ,우량기업부,12520,170,1.38,12350,12700,12230,0,350175790,2.08E+11,17
412350,레이저쎌,KOSDAQ,기술성장기업부,7850,350,4.67,7570,7850,7520,0,2423648420,66142310200,8
281740,레이크머티리얼즈,KOSDAQ,우량기업부,5590,-10,-0.18,5640,5700,5490,0,2455889250,3.67E+11,66
277810,레인보우로보틱스,KOSDAQ,기술성장기업부,79700,-2300,-2.8,81600,82000,79000,1,67260806600,1.51E+12,19
179720,렌딩머신,KONEX,일반기업부,3505,0,0,0,0,0,0,0,6155989225,2
215100,로보로보,KOSDAQ,벤처기업부,7120,-260,-3.52,7460,7460,7070,0,3263368010,1.45E+11,20
90360,로보스타,KOSDAQ,중견기업부,31150,-1500,-4.59,33050,33200,30750,1,21006781350,3.04E+11,10
238500,로보쓰리,KONEX,일반기업부,572,-1,-0.17,575,588,567,0,14918580,10694672560,19
108490,로보티즈,KOSDAQ,기술성장기업부,30250,-1400,-4.42,31900,31900,29900,1,19846053400,3.61E+11,12
900260,로스웰,KOSDAQ,외국기업(소속부없음),1124,9,0.81,1115,1129,1113,0,68786628,40499167712,36
223220,로지스몬,KONEX,일반기업부,400,-35,-8.05,400,400,400,0,4000,17771120000,44
67730,로지시스,KOSDAQ,중견기업부,4605,-85,-1.81,4730,4745,4585,0,170369470,44548410810,10
71280,로체시스템즈,KOSDAQ,우량기업부,8850,40,0.45,8810,8980,8740,0,495044430,1.35E+11,15
32350,롯데관광개발,KOSPI,,13500,-210,-1.53,13730,13730,13440,0,4110864850,9.85E+11,73
89860,롯데렌탈,KOSPI,,28450,100,0.35,28450,28550,28200,0,422637600,1.04E+12,37
330590,롯데리츠,KOSPI,,4150,30,0.73,4100,4160,4095,0,640757875,1.01E+12,243
400,롯데손해보험,KOSPI,,1590,-25,-1.55,1620,1640,1590,0,91556857,4.93E+11,310
23530,롯데쇼핑,KOSPI,,93800,300,0.32,93500,94100,93000,0,1663162200,2.65E+12,28
4000,롯데정밀화학,KOSPI,,56200,-800,-1.4,56800,57000,56100,0,1903035800,1.45E+12,26
286940,롯데정보통신,KOSPI,,27350,1550,6.01,26000,27800,25900,0,4227954100,4.21E+11,15
280360,롯데제과,KOSPI,,119600,1100,0.93,117800,121000,117700,0,657857500,1.13E+12,9
4990,롯데지주,KOSPI,,31600,-250,-0.78,31950,31950,31300,0,1722792300,3.32E+12,105
00499K,롯데지주우,KOSPI,,42400,-100,-0.24,42500,42550,42250,0,23621300,34157567200,1
5300,롯데칠성,KOSPI,,155600,3100,2.03,153000,156300,151900,0,2755551900,1.44E+12,9
5305,롯데칠성우,KOSPI,,72600,600,0.83,72600,72600,72200,0,8903800,56287506000,1
11170,롯데케미칼,KOSPI,,173700,-5100,-2.85,178900,179700,173600,0,11408678300,5.95E+12,34
71840,롯데하이마트,KOSPI,,15140,40,0.26,15210,15290,14840,0,466202060,3.57E+11,24
328130,루닛,KOSDAQ,기술성장기업부,37900,-1900,-4.77,39650,39750,37650,0,6684148600,4.63E+11,12
38060,루멘스,KOSDAQ,중견기업부,1351,48,3.68,1350,1375,1315,1,850100296,64987246219,48
162120,루켄테크놀러지스,KONEX,일반기업부,3580,80,2.29,3400,3580,3400,0,2956560,39343970880,11
253610,루트락,KONEX,일반기업부,1979,0,0,0,0,0,0,0,15381862597,8
85370,루트로닉,KOSDAQ,중견기업부,23400,550,2.41,22800,23450,22750,0,2623028100,6.17E+11,26
08537M,루트로닉3우C,KOSDAQ,중견기업부,33350,0,0,33350,33350,33350,0,1000500,6729196250,0
60240,룽투코리아,KOSDAQ,벤처기업부,3080,-165,-5.08,3195,3205,2885,1,3953062280,78322194720,25
58470,리노공업,KOSDAQ GLOBAL,우량기업부,166600,-4600,-2.69,171200,171200,166200,0,2978291900,2.54E+12,15
39980,리노스,KOSDAQ,중견기업부,990,13,1.33,980,991,980,0,154889174,45256460040,46
19570,리더스 기술투자,KOSDAQ,중견기업부,437,2,0.46,437,442,434,1,333260717,56858621931,130
16100,리더스코스메틱,KOSDAQ,중견기업부,3435,0,0,3430,3500,3400,0,16600045,65611570890,19
12700,리드코프,KOSDAQ,우량기업부,7650,0,0,7670,7680,7600,0,194363450,2.02E+11,26
302550,리메드,KOSDAQ,기술성장기업부,14560,-120,-0.82,14600,14890,14500,0,327136890,89218088960,6
377450,리파인,KOSDAQ,중견기업부,10450,360,3.57,10020,10460,10020,0,5159934940,1.81E+11,17
277070,린드먼아시아,KOSDAQ,벤처기업부,4270,5,0.12,4245,4285,4240,0,28619080,58464840000,14
42500,링네트,KOSDAQ,우량기업부,5500,490,9.78,4990,5830,4990,3,14400249210,84462829000,15
219420,링크제니시스,KOSDAQ,기술성장기업부,7180,-30,-0.42,7160,7290,7100,0,397796290,82351060260,11
27740,마니커,KOSPI,,1337,0,0,1343,1343,1330,0,82797129,84914511836,64
195500,마니커에프앤지,KOSDAQ,중견기업부,3420,50,1.48,3370,3450,3370,0,92469700,54473760000,16
357430,마스턴프리미어리츠,KOSPI,,4095,-40,-0.97,4180,4180,4085,0,62087975,1.09E+11,27
305090,마이크로디지탈,KOSDAQ,기술성장기업부,4260,-75,-1.73,4330,4400,4255,0,111614585,63929722020,15
448780,마이크로엔엑스,KONEX,일반기업부,3300,-305,-8.46,3300,3300,3300,0,1320000,8608380000,3
98120,마이크로컨텍솔,KOSDAQ,벤처기업부,6220,0,0,6220,6270,6200,0,174195960,51705404520,8
147760,마이크로프랜드,KOSDAQ,벤처기업부,5120,-60,-1.16,5180,5210,5100,0,39160390,55397713920,11
377480,마인즈랩,KOSDAQ,기술성장기업부,27550,350,1.29,27800,29300,27200,2,52048931950,1.68E+11,6
38290,마크로젠,KOSDAQ,우량기업부,21500,-100,-0.46,21600,21600,21250,0,302842350,2.33E+11,11
1080,만호제강,KOSPI,,36850,50,0.14,36800,37100,36150,0,87956100,1.53E+11,4
267980,매일유업,KOSDAQ GLOBAL,우량기업부,51100,-200,-0.39,51300,51300,50700,0,110260700,4.01E+11,8
5990,매일홀딩스,KOSDAQ,우량기업부,8870,-60,-0.67,8930,9050,8870,0,19779040,1.22E+11,14
93520,매커스,KOSDAQ,우량기업부,8820,-30,-0.34,8890,8890,8780,0,108773800,1.43E+11,16
377030,맥스트,KOSDAQ,기술성장기업부,17280,570,3.41,17100,17650,16670,2,40255784820,3.38E+11,20
88980,맥쿼리인프라,KOSPI,,12120,-10,-0.08,12120,12170,12020,0,4264339110,4.91E+12,405
94800,맵스리얼티1,KOSPI,,4235,-20,-0.47,4255,4255,4225,0,4804250,3.93E+11,93
100590,머큐리,KOSDAQ,우량기업부,6250,0,0,6250,6330,6220,0,249289820,94530600000,15
67280,멀티캠퍼스,KOSDAQ,우량기업부,37600,-300,-0.79,37900,38400,37100,0,208517200,2.23E+11,6
72870,메가스터디,KOSDAQ,벤처기업부,10990,0,0,10930,10990,10930,0,31771080,1.31E+11,12
215200,메가스터디교육,KOSDAQ GLOBAL,우량기업부,72900,-1000,-1.35,73600,73600,72000,0,3486884100,8.65E+11,12
133750,메가엠디,KOSDAQ,우량기업부,3035,40,1.34,2980,3035,2980,0,269046830,71040478695,23
235980,메드팩토,KOSDAQ,기술성장기업부,22350,-400,-1.76,22550,22850,22300,0,484778900,4.71E+11,21
200580,메디쎄이,KONEX,일반기업부,13500,260,1.96,14400,14400,13000,0,987640,50302066500,4
41920,메디아나,KOSDAQ,우량기업부,5590,300,5.67,5270,5750,5270,1,5403348910,89440000000,16
233250,메디안디노스틱,KONEX,일반기업부,29850,0,0,0,0,0,0,0,52134039900,2
14100,메디앙스,KOSDAQ,중견기업부,3290,60,1.86,3260,3345,3240,0,32450110,38822000000,12
236340,메디젠휴먼케어,KONEX,일반기업부,5200,0,0,5400,5400,5200,0,204900,15676164400,3
54180,메디콕스,KOSDAQ,중견기업부,2110,147,7.49,1965,2300,1965,4,9253633668,52364720330,25
86900,메디톡스,KOSDAQ,우량기업부,136700,-900,-0.65,138400,140000,136300,0,2178008000,9.13E+11,7
78160,메디포스트,KOSDAQ,벤처기업부,15740,70,0.45,15750,15950,15610,0,516770180,2.56E+11,16
65650,메디프론,KOSDAQ,중견기업부,1904,-12,-0.63,1936,1938,1832,1,1631189354,89570936336,47
138040,메리츠금융지주,KOSPI,,42350,-400,-0.94,42600,42950,41700,0,7006677800,5.40E+12,128
8560,메리츠증권,KOSPI,,6630,40,0.61,6560,6640,6470,0,2908222260,4.08E+12,615
60,메리츠화재,KOSPI,,51600,0,0,0,0,0,0,0,5.73E+12,111
21880,메이슨캐피탈,KOSDAQ,중견기업부,341,-2,-0.58,344,346,340,0,81397865,51894883128,152
140410,메지온,KOSDAQ,중견기업부,14080,-330,-2.29,14410,14830,14060,0,1484619700,3.77E+11,27
241770,메카로,KOSDAQ,우량기업부,11630,-60,-0.51,11690,11690,11400,0,10912630,1.19E+11,10
90370,메타랩스,KOSPI,,3730,30,0.81,3720,3810,3705,0,694659485,92894489970,25
59210,메타바이오메드,KOSDAQ,벤처기업부,2550,80,3.24,2490,2555,2490,0,206661485,60848995050,24
58110,멕아이씨에스,KOSDAQ,기술성장기업부,5520,120,2.22,5430,5580,5360,0,1611615870,88598925600,16
96640,멜파스,KOSDAQ,관리종목(소속부없음),1495,0,0,0,0,0,0,0,69543906185,47
17180,명문제약,KOSPI,,2915,-5,-0.17,2900,2940,2870,0,160809285,98974318410,34
257370,명성티엔에스,KOSDAQ,투자주의환기종목(소속부없음),9210,0,0,0,0,0,0,0,71157896760,8
9900,명신산업,KOSPI,,17480,140,0.81,17600,17600,17300,0,3111514340,9.17E+11,52
267060,명진홀딩스,KONEX,일반기업부,181,0,0,0,0,0,0,0,1654666524,9
12690,모나리자,KOSPI,,3010,-25,-0.82,3040,3040,3005,0,90203905,1.10E+11,37
5360,모나미,KOSPI,,3570,-15,-0.42,3575,3595,3560,0,191589945,67463385990,19
80420,모다이노칩,KOSDAQ,우량기업부,3360,5,0.15,3335,3385,3335,0,55708445,2.68E+11,80
417970,모델솔루션,KOSDAQ,중견기업부,24500,-700,-2.78,25100,25250,24000,0,5281821900,1.57E+11,6
80160,모두투어,KOSDAQ,중견기업부,20050,-350,-1.72,20400,20400,19900,0,1798428320,3.79E+11,19
204210,모두투어리츠,KOSPI,,3615,10,0.28,3635,3640,3610,0,12669565,28293936225,8
87260,모바일어플라이언스,KOSDAQ,벤처기업부,3160,40,1.28,3130,3215,3130,0,834257440,1.03E+11,33
101330,모베이스,KOSDAQ,중견기업부,3455,20,0.58,3435,3470,3400,0,113612150,82775539540,24
12860,모베이스전자,KOSDAQ,중견기업부,1456,4,0.28,1452,1475,1438,0,57036799,1.07E+11,73
363260,모비데이즈,KOSDAQ,벤처기업부,944,54,6.07,893,1035,893,7,7095590468,1.51E+11,160
348030,모비릭스,KOSDAQ,중견기업부,13010,-10,-0.08,13110,13120,12910,0,132814560,1.25E+11,10
250060,모비스,KOSDAQ,기술성장기업부,1920,-10,-0.52,1935,1985,1905,0,174175011,61768922880,32
288980,모아데이타,KOSDAQ,기술성장기업부,3935,520,15.23,3580,4280,3480,59,2.31E+11,1.29E+11,33
33200,모아텍,KOSDAQ,중견기업부,6180,-50,-0.8,6290,6290,6170,0,24799130,88566723300,14
333050,모코엠시스,KOSDAQ,벤처기업부,1691,-7,-0.41,1692,1705,1672,0,162375085,38151553994,23
9680,모토닉,KOSPI,,8480,20,0.24,8460,8500,8420,0,82635510,2.80E+11,33
118990,모트렉스,KOSDAQ,중견기업부,16690,210,1.27,16560,17080,16300,1,14507660080,4.09E+11,24
6920,모헨즈,KOSDAQ,중견기업부,4295,-60,-1.38,4355,4365,4260,0,564316875,46901400000,11
9580,무림P&P,KOSPI,,4210,-35,-0.82,4245,4250,4210,0,97916355,2.63E+11,62
1810,무림SP,KOSDAQ,중견기업부,2855,0,0,2925,2930,2855,0,206823585,63202562500,22
9200,무림페이퍼,KOSPI,,2570,10,0.39,2580,2605,2550,0,182287715,1.07E+11,42
135160,무송지오씨,KONEX,일반기업부,2350,80,3.52,2220,2390,2220,0,18970760,22504382550,10
322970,무진메디,KONEX,일반기업부,3930,135,3.56,4060,4060,3930,0,11920,29720597490,8
33920,무학,KOSPI,,5230,-40,-0.76,5280,5290,5200,0,70050600,1.49E+11,29
8420,문배철강,KOSPI,,3530,0,0,3515,3550,3510,0,462279940,72377372650,21
279600,미디어젠,KOSDAQ,기술성장기업부,13510,-1220,-8.28,14670,15850,13420,0,3381894750,63291391310,5
95500,미래나노텍,KOSDAQ,우량기업부,17210,-960,-5.28,17980,17980,17090,2,28613421910,5.34E+11,31
254490,미래반도체,KOSDAQ,중견기업부,20550,300,1.48,20250,22400,19550,5,1.14E+11,2.97E+11,14
25560,미래산업,KOSPI,,13300,250,1.92,13120,13450,13120,0,381485890,60853830800,5
218150,미래생명자원,KOSDAQ,벤처기업부,4525,10,0.22,4505,4575,4450,0,361980405,90028694100,20
7120,미래아이앤지,KOSPI,,461,-11,-2.33,470,473,445,11,5142188919,64271662964,139
396690,미래에셋글로벌리츠,KOSPI,,3980,-25,-0.62,4005,4010,3975,0,129354075,1.16E+11,29
353490,미래에셋대우스팩 5호,KOSDAQ,SPAC(소속부없음),2035,0,0,0,0,0,0,0,10297100000,5
357250,미래에셋맵스리츠,KOSPI,,3825,-10,-0.26,3880,3880,3775,0,69573195,76882500000,20
100790,미래에셋벤처투자,KOSDAQ,우량기업부,5500,140,2.61,5500,5550,5430,1,3986322110,2.67E+11,48
412930,미래에셋비전스팩1호,KOSDAQ,SPAC(소속부없음),2080,15,0.73,2060,2080,2055,0,57520680,12846080000,6
85620,미래에셋생명,KOSPI,,2860,-25,-0.87,2885,2905,2855,0,156089325,5.06E+11,177
6800,미래에셋증권,KOSPI,,6940,-10,-0.14,6900,6940,6820,0,2943267890,4.27E+12,615
00680K,미래에셋증권2우B,KOSPI,,3710,-5,-0.13,3720,3720,3695,0,193059505,5.19E+11,140
6805,미래에셋증권우,KOSPI,,4445,-15,-0.34,4440,4465,4415,0,3259800,62566708750,14
208890,미래엔에듀파트너,KONEX,일반기업부,1100,0,0,0,0,0,0,0,3465902000,3
49950,미래컴퍼니,KOSDAQ,벤처기업부,23950,250,1.05,24100,24150,23600,0,1933481950,2.06E+11,9
207760,미스터블루,KOSDAQ,중견기업부,3450,-110,-3.09,3620,3645,3435,4,13789697995,2.58E+11,75
2840,미원상사,KOSPI,,172500,4100,2.43,171300,172500,168600,0,144463700,8.37E+11,5
268280,미원에스씨,KOSPI,,140000,0,0,141900,141900,140000,0,164189100,7.14E+11,5
107590,미원홀딩스,KOSPI,,100000,100,0.1,100000,101800,99700,0,36862400,2.32E+11,2
134380,미원화학,KOSPI,,64500,-1500,-2.27,64900,64900,64500,0,28785700,1.42E+11,2
3650,미창석유,KOSPI,,73200,-700,-0.95,73400,73500,73200,0,14887700,1.27E+11,2
59090,미코,KOSDAQ,우량기업부,8650,50,0.58,8660,8740,8610,0,720589180,2.89E+11,33
214610,미코바이오메드,KOSDAQ,기술성장기업부,4450,35,0.79,4445,4460,4390,0,170736595,81471049450,18
201490,미투온,KOSDAQ,중견기업부,4405,65,1.5,4375,4455,4325,0,1093939705,1.38E+11,31
950190,미투젠,KOSDAQ,외국기업(소속부없음),13390,340,2.61,13200,13680,13170,0,762969630,1.82E+11,14
155900,바다로19호,KOSPI,,2930,5,0.17,2925,2955,2925,0,46200355,44536011720,15
206640,바디텍메드,KOSDAQ,우량기업부,12080,-10,-0.08,12130,12150,11950,0,553209980,2.84E+11,23
18700,바른손,KOSDAQ,중견기업부,2940,15,0.51,2940,2955,2895,0,398576735,1.03E+11,35
35620,바른손이앤에이,KOSDAQ,중견기업부,1079,-6,-0.55,1090,1090,1065,0,194274657,80320409325,74
354390,바스칸바이오제약,KONEX,일반기업부,6550,0,0,0,0,0,0,0,45969517850,7
53030,바이넥스,KOSDAQ,우량기업부,10980,-50,-0.45,11070,11130,10960,0,939941370,3.49E+11,32
301300,바이브컴퍼니,KOSDAQ,기술성장기업부,37100,-400,-1.07,37650,37700,36100,0,1744338000,2.08E+11,6
377740,바이오노트,KOSPI,,8650,-20,-0.23,8700,8740,8630,0,1408392940,8.81E+11,102
64550,바이오니아,KOSDAQ,우량기업부,28100,0,0,28100,28450,27900,0,2318260400,7.25E+11,26
314930,바이오다인,KOSDAQ,기술성장기업부,29200,-250,-0.85,30100,30100,29000,0,237601450,1.80E+11,6
208710,바이오로그디바이스,KOSDAQ,벤처기업부,1022,-5,-0.49,1031,1032,1016,0,72079994,43184055054,42
86820,바이오솔루션,KOSDAQ,기술성장기업부,11790,240,2.08,11550,11800,11480,0,59431240,96010992540,8
38460,바이오스마트,KOSDAQ,우량기업부,3740,-30,-0.8,3770,3775,3710,0,23508820,75128372000,20
281310,바이오시네틱스,KONEX,일반기업부,7600,0,0,0,0,0,0,0,20146764000,3
251120,바이오에프디엔씨,KOSDAQ,기술성장기업부,18470,-140,-0.75,18610,18650,18300,0,114868730,1.61E+11,9
266470,바이오인프라생명과학,KONEX,일반기업부,971,-29,-2.9,925,1150,923,0,1915405,13697748437,14
86040,바이오톡스텍,KOSDAQ,벤처기업부,8240,-40,-0.48,8250,8310,8190,0,484051950,1.21E+11,15
199290,바이오프로테크,KONEX,일반기업부,1020,0,0,0,0,0,0,0,16092684840,16
99430,바이오플러스,KOSDAQ,벤처기업부,8060,-200,-2.42,8310,8340,8000,1,6630673240,4.67E+11,58
32980,바이온,KOSDAQ,중견기업부,1207,-4,-0.33,1211,1225,1181,0,229031278,44369491394,37
222160,바이옵트로,KOSDAQ,기술성장기업부,6080,-20,-0.33,6100,6160,6000,0,157278780,49514705280,8
308080,바이젠셀,KOSDAQ,기술성장기업부,7950,-50,-0.63,7990,8050,7850,0,206332920,1.51E+11,19
43150,바텍,KOSDAQ,우량기업부,34550,-400,-1.14,35100,35100,34250,0,1125964550,5.13E+11,15
323990,박셀바이오,KOSDAQ,기술성장기업부,36700,-250,-0.68,37000,37400,36250,0,2241803100,5.59E+11,15
3610,방림,KOSPI,,5690,190,3.45,5550,5750,5510,0,727279850,2.41E+11,42
267790,배럴,KOSDAQ,중견기업부,8250,20,0.24,8230,8290,8200,0,85225160,65055375000,8
1340,백광산업,KOSPI,,4405,-20,-0.45,4395,4420,4385,0,325742440,1.98E+11,45
46310,백금T&A,KOSDAQ,중견기업부,3570,-5,-0.14,3590,3600,3540,0,131295890,58614548370,16
35150,백산,KOSPI,,8660,-50,-0.57,8760,8770,8660,0,696669310,2.03E+11,23
331520,밸로프,KOSDAQ,중견기업부,1764,-47,-2.6,1812,1813,1740,1,2196784861,84441443436,48
66410,버킷스튜디오,KOSDAQ,중견기업부,1386,-15,-1.07,1410,1410,1362,1,1515047376,1.17E+11,84
2410,범양건영,KOSPI,,3860,-35,-0.9,3890,3890,3845,0,516705650,95851450520,25
382900,범한퓨얼셀,KOSDAQ,벤처기업부,29750,200,0.68,29550,30600,29350,0,5178674550,2.61E+11,9
206400,베노홀딩스,KOSDAQ,벤처기업부,2905,-75,-2.52,2945,2985,2890,0,382439680,83762801955,29
19010,베뉴지,KOSDAQ,중견기업부,2120,-10,-0.47,2115,2140,2115,0,78604385,1.02E+11,48
322190,베른,KONEX,일반기업부,105,1,0.96,105,105,97,0,12820,937145685,9
177350,베셀,KOSDAQ,중견기업부,6750,-180,-2.6,6980,6980,6650,0,2105696470,83658109500,12
299910,베스파,KOSDAQ,투자주의환기종목(소속부없음),3165,0,0,0,0,0,0,0,25974889140,8
7210,벽산,KOSPI,,2335,-30,-1.27,2365,2370,2310,0,214668865,1.60E+11,69
225530,보광산업,KOSDAQ,우량기업부,6350,10,0.16,6340,6390,6280,0,76712770,2.31E+11,36
250000,보라티알,KOSDAQ,중견기업부,12190,190,1.58,12080,12190,12010,0,83716630,82291435270,7
2760,보락,KOSPI,,1882,-5,-0.26,1885,1905,1879,1,1000801716,1.13E+11,60
3850,보령,KOSPI,,9700,-140,-1.42,9800,9930,9670,0,1174690930,6.66E+11,69
310210,보로노이,KOSDAQ,기술성장기업부,32300,-700,-2.12,33000,33200,32100,0,1394178300,4.09E+11,13
6910,보성파워텍,KOSDAQ,중견기업부,4285,-5,-0.12,4290,4320,4270,0,1708508615,2.11E+11,49
890,보해양조,KOSPI,,671,0,0,673,674,665,0,86919060,93349606559,139
226340,본느,KOSDAQ,중견기업부,1828,2,0.11,1822,1839,1810,0,21198926,56118861488,31
