itemCode,stockItemName,marketSegmentation,presence,closingPrice,prepare,fluctuationRate,openPrice,highPrice,lowPrice,tradingVolume,transactionAmount,marketCap,numberOfListedShares
232140,와이아이케이,KOSDAQ,우량기업부,3365,-55,-1.61,3395,3395,3345,50600,170,276083,82045350
65530,와이어블,KOSDAQ,중견기업부,2505,-5,-0.2,2530,2530,2500,21246,53,132414,52860000
67900,와이엔텍,KOSDAQ,우량기업부,9420,330,3.63,9270,9560,9200,212220,1992,171441,18199659
155650,와이엠씨,KOSDAQ,우량기업부,5860,10,0.17,5810,5890,5790,16327,95,117050,19974358
273640,와이엠텍,KOSDAQ,벤처기업부,19870,60,0.3,19810,20200,19560,16628,329,217894,10966000
251370,와이엠티,KOSDAQ,우량기업부,13670,-330,-2.36,13820,13830,13670,16569,228,223019,16314464
66430,와이오엠,KOSDAQ,중견기업부,891,-5,-0.56,896,896,886,81700,73,32442,36410366
193250,와이제이엠게임즈,KOSDAQ,중견기업부,1482,-50,-3.26,1529,1529,1475,209024,313,85108,57427776
273060,와이즈버즈,KOSDAQ,중견기업부,1551,-43,-2.7,1600,1608,1541,305013,478,78263,50459582
19210,와이지-원,KOSDAQ,중견기업부,6690,-60,-0.89,6750,6750,6640,10826,72,204539,30573819
122870,와이지엔터테인먼트,KOSDAQ,벤처기업부,52600,-200,-0.38,52800,53200,52100,113225,5964,981346,18656769
11690,와이투솔루션,KOSPI,,654,-3,-0.46,654,660,650,54742,36,104140,159235637
332570,와이팜,KOSDAQ,중견기업부,3170,-10,-0.31,3165,3185,3125,20170,64,118372,37341356
79000,와토스코리아,KOSDAQ,중견기업부,5800,70,1.22,5780,5800,5740,4235,24,41760,7200000
70960,용평리조트,KOSPI,,3600,-25,-0.69,3620,3635,3575,17990,65,173280,48133333
316140,우리금융지주,KOSPI,,12380,-140,-1.12,12490,12490,12220,1122756,13859,9013390,728060549
32820,우리기술,KOSDAQ,벤처기업부,1431,-19,-1.31,1462,1463,1430,372968,536,215545,150625104
41190,우리기술투자,KOSDAQ,우량기업부,4990,-70,-1.38,5140,5190,4980,776532,3938,419160,84000000
115440,우리넷,KOSDAQ,벤처기업부,9790,-550,-5.32,9970,9970,9750,249872,2460,95918,9797593
46970,우리로,KOSDAQ,벤처기업부,1386,-31,-2.19,1414,1414,1371,100937,140,44421,32049634
82850,우리바이오,KOSDAQ,중견기업부,3220,0,0,3215,3290,3175,290057,940,154935,48116578
215360,우리산업,KOSDAQ,우량기업부,14260,-70,-0.49,14270,14300,14200,2555,36,130225,9132163
72470,우리산업홀딩스,KOSDAQ,중견기업부,4785,-55,-1.14,4815,4815,4775,4581,22,90376,18887341
73560,우리손에프앤지,KOSDAQ,우량기업부,1816,-8,-0.44,1825,1830,1812,62639,114,125736,69237643
37400,우리엔터프라이즈,KOSDAQ,중견기업부,2020,-15,-0.74,2025,2035,2005,17040,34,52971,26223346
153490,우리이앤엘,KOSDAQ,우량기업부,1110,-13,-1.16,1129,1134,1101,67781,76,57143,51480000
10050,우리종금,KOSPI,,868,-3,-0.34,871,875,861,830398,721,758809,874203406
101170,우림피티에스,KOSDAQ,벤처기업부,6780,-160,-2.31,6910,6910,6630,106160,719,91530,13500000
6980,우성,KOSPI,,23950,50,0.21,23500,24000,23500,381,9,74006,3090000
66590,우수AMS,KOSDAQ,중견기업부,2730,-40,-1.44,2770,2770,2720,8592,23,106670,39073104
17370,우신시스템,KOSPI,,3755,-105,-2.72,3860,3860,3710,60810,230,68769,18314054
103840,우양,KOSDAQ,중견기업부,2870,-35,-1.2,2905,2905,2850,20679,59,40920,14258000
46940,우원개발,KOSDAQ,우량기업부,3770,-75,-1.95,3780,3825,3705,44926,169,68140,18074350
215380,우정바이오,KOSDAQ,벤처기업부,2970,-30,-1,3000,3000,2965,4226,13,38484,12957511
65680,우주일렉트로,KOSDAQ,우량기업부,14680,-250,-1.67,14930,14930,14570,12144,178,142836,9730000
105840,우진,KOSPI,,8720,-210,-2.35,8910,8930,8720,104858,919,177222,20323614
18620,우진비앤지,KOSDAQ,중견기업부,1614,-6,-0.37,1610,1626,1609,9019,15,46627,28889293
10400,우진아이엔에스,KOSPI,,6930,-40,-0.57,6980,6990,6770,11384,79,52820,7622000
49800,우진플라임,KOSPI,,3960,-60,-1.49,4000,4010,3960,12705,51,79200,20000000
16880,웅진,KOSPI,,1364,-21,-1.52,1368,1378,1359,96085,131,109021,79927080
95720,웅진씽크빅,KOSPI,,2620,-30,-1.13,2645,2645,2600,40391,106,302626,115505985
5820,원림,KOSPI,,22750,300,1.34,22450,22900,22200,955,21,52279,2297970
307280,원바이오젠,KOSDAQ,벤처기업부,1915,-18,-0.93,1934,1951,1914,140221,270,69810,36454408
53080,원방테크,KOSDAQ,우량기업부,9560,-170,-1.75,9720,9820,9470,8959,86,124278,12999807
32940,원익,KOSDAQ,벤처기업부,4290,-190,-4.24,4425,4430,4270,42542,184,78049,18193230
240810,원익IPS,KOSDAQ GLOBAL,우량기업부,31000,-300,-0.96,30900,31050,30750,106798,3298,1521601,49083901
74600,원익QnC,KOSDAQ GLOBAL,우량기업부,25250,-550,-2.13,25650,25650,25200,91445,2318,663772,26288000
104830,원익머트리얼즈,KOSDAQ,우량기업부,28950,-600,-2.03,29400,29400,28850,15474,449,365002,12608000
14190,원익큐브,KOSDAQ,우량기업부,2270,-40,-1.73,2330,2330,2270,42787,98,80358,35399906
217820,원익피앤이,KOSDAQ,우량기업부,7870,0,0,7800,7880,7790,30083,236,341987,43454559
30530,원익홀딩스,KOSDAQ,우량기업부,3525,-90,-2.49,3585,3585,3520,66220,234,272264,77237981
12620,원일특강,KOSDAQ,우량기업부,9730,-60,-0.61,9790,9790,9680,3743,36,42812,4400000
382840,원준,KOSDAQ,중견기업부,21000,550,2.69,20450,21350,19930,266417,5568,316272,15060573
336570,원텍,KOSDAQ,기술성장기업부,4655,-125,-2.62,4735,4735,4655,186432,874,409300,87926951
376980,원티드랩,KOSDAQ,기술성장기업부,15030,70,0.47,15100,15160,14720,71845,1072,141990,9447096
122830,원포유,KONEX,일반기업부,1800,0,0,0,0,0,0,0,58954,32751985
8370,원풍,KOSDAQ,우량기업부,5220,-30,-0.57,5250,5260,5110,2747,14,62640,12000000
8290,원풍물산,KOSDAQ,중견기업부,889,0,0,882,894,881,27176,24,36177,40693679
101160,월덱스,KOSDAQ,우량기업부,20300,-300,-1.46,20500,20550,20200,14140,288,335173,16510993
336060,웨이버스,KOSDAQ,벤처기업부,2565,180,7.55,2380,2685,2330,17553005,44806,120992,47170200
95270,웨이브일렉트로,KOSDAQ,벤처기업부,5160,-80,-1.53,5130,5250,5040,1096,6,77252,14971256
10600,웰바이오텍,KOSPI,,1135,-10,-0.87,1145,1150,1133,66990,76,75400,66432104
65950,웰크론,KOSDAQ,우량기업부,3340,25,0.75,3340,3375,3315,105091,352,94293,28231302
76080,웰크론한텍,KOSDAQ,중견기업부,4835,-55,-1.12,4860,4875,4815,132870,643,107326,22197657
196700,웹스,KOSDAQ,벤처기업부,3340,-120,-3.47,3455,3455,3330,95059,321,47976,14364144
69080,웹젠,KOSDAQ GLOBAL,우량기업부,19010,120,0.64,19070,19210,18890,44449,848,671260,35310884
53580,웹케시,KOSDAQ,우량기업부,15710,-250,-1.57,15960,15980,15700,2959,47,216582,13786248
71460,위니아,KOSDAQ,우량기업부,2845,-55,-1.9,2905,2960,2810,1199537,3461,102327,35967295
377460,위니아에이드,KOSDAQ,중견기업부,7020,-30,-0.43,7290,7300,7000,374511,2669,108062,15393405
44340,위닉스,KOSDAQ,우량기업부,13730,70,0.51,13760,14200,13720,65294,912,245402,17873425
330350,위더스제약,KOSDAQ,우량기업부,9270,-170,-1.8,9430,9430,9240,23807,221,122297,13192778
348350,위드텍,KOSDAQ,우량기업부,12220,-130,-1.05,12350,12350,12130,12333,150,124444,10183600
112040,위메이드,KOSDAQ,우량기업부,46300,1800,4.04,45150,48200,44100,2828314,131723,1564799,33796962
101730,위메이드맥스,KOSDAQ,중견기업부,14260,1520,11.93,13120,14910,12830,2823026,40027,474791,33295292
123420,위메이드플레이,KOSDAQ,우량기업부,15560,480,3.18,15290,15980,14770,411735,6462,178471,11469842
65370,위세아이텍,KOSDAQ,벤처기업부,15860,-460,-2.82,16260,16470,15820,115332,1868,104293,6575874
140660,위월드,KONEX,일반기업부,1500,0,0,0,0,0,0,0,3731,2487252
38620,위즈코프,KOSDAQ,중견기업부,861,-19,-2.16,880,881,859,96570,84,57297,66546465
299900,위지윅스튜디오,KOSDAQ,중견기업부,19600,-600,-2.97,20150,20400,19560,249503,4975,838140,42762221
36090,위지트,KOSDAQ,중견기업부,774,-12,-1.53,786,786,763,185909,143,79704,102976202
136540,윈스,KOSDAQ,우량기업부,13510,-20,-0.15,13530,13590,13480,3278,44,187305,13864162
320000,윈텍,KOSDAQ,중견기업부,3785,-35,-0.92,3755,3785,3755,50343,190,70019,18499148
97800,윈팩,KOSDAQ,중견기업부,1314,-8,-0.61,1315,1322,1300,27555,36,78294,59584496
192390,윈하이텍,KOSDAQ,중견기업부,3400,10,0.29,3365,3420,3350,28741,97,36233,10656896
313760,윌링스,KOSDAQ,중견기업부,7720,20,0.26,7700,7780,7620,4864,38,43909,5687667
8600,윌비스,KOSPI,,722,2,0.28,719,723,718,30097,22,48544,67236039
335870,윙스풋,KOSDAQ,중견기업부,3235,-80,-2.41,3295,3295,3220,60338,196,49644,15345909
900340,윙입푸드,KOSDAQ,외국기업(소속부없음),1046,0,0,1049,1049,1039,49949,52,50180,47973428
33270,유나이티드제약,KOSPI,,23100,-300,-1.28,23450,23500,23100,12994,302,375255,16244822
14830,유니드,KOSPI,,80600,100,0.12,80800,81100,79800,11725,943,545469,6767600
446070,유니드비티플러스,KOSPI,,7600,220,2.98,7380,7820,7350,184069,1406,80645,10611215
36200,유니셈,KOSDAQ,우량기업부,6620,-160,-2.36,6710,6720,6610,36777,244,202997,30664223
18000,유니슨,KOSDAQ,중견기업부,1747,-25,-1.41,1788,1788,1740,87201,153,213567,122248023
910,유니온,KOSPI,,5140,90,1.78,5340,5350,5130,448526,2341,80244,15611619
47400,유니온머티리얼,KOSPI,,2775,120,4.52,2885,2950,2750,5961206,16929,116550,42000000
203450,유니온커뮤니티,KOSDAQ,벤처기업부,3660,-40,-1.08,3735,3735,3620,15813,58,53725,14679007
11330,유니켐,KOSPI,,1403,3,0.21,1400,1407,1374,128764,179,102309,72921381
77500,유니퀘스트,KOSPI,,9680,170,1.79,9530,9750,9530,40505,391,264806,27355975
11320,유니크,KOSDAQ,중견기업부,6500,40,0.62,6430,6590,6360,314358,2038,125585,19320695
86390,유니테스트,KOSDAQ,우량기업부,12520,-310,-2.42,12730,12740,12430,37023,464,264599,21134126
241690,유니테크노,KOSDAQ,우량기업부,3950,-5,-0.13,3960,3960,3905,22874,90,98796,25011565
142210,유니트론텍,KOSDAQ,벤처기업부,4140,-30,-0.72,4170,4175,4080,59994,247,78059,18854715
121060,유니포인트,KONEX,일반기업부,1340,92,7.37,1248,1350,1201,1230,2,8015,5981670
48430,유라테크,KOSDAQ,우량기업부,7770,-190,-2.39,7830,7870,7700,35649,277,89510,11520000
206650,유바이오로직스,KOSDAQ,기술성장기업부,8780,-190,-2.12,8940,8970,8720,89765,790,319985,36444807
89850,유비벨록스,KOSDAQ,우량기업부,13550,-250,-1.81,13740,14050,13480,34557,474,96418,7115697
84440,유비온,KOSDAQ,기술성장기업부,1600,-89,-5.27,1672,1724,1590,761189,1256,31540,19712800
32620,유비케어,KOSDAQ,우량기업부,6940,-370,-5.06,7230,7230,6890,471905,3301,362248,52197139
264450,유비쿼스,KOSDAQ,우량기업부,15370,-130,-0.84,15500,15500,15310,2631,41,157477,10245706
78070,유비쿼스홀딩스,KOSDAQ,중견기업부,15970,-60,-0.37,16030,16030,15900,53,1,298585,18696628
2920,유성기업,KOSPI,,2865,-5,-0.17,2860,2865,2850,2620,7,74340,25947500
24800,유성티엔에스,KOSDAQ,우량기업부,2470,-35,-1.4,2505,2510,2465,19413,48,77258,31278618
700,유수홀딩스,KOSPI,,6780,-10,-0.15,6790,6810,6730,5196,35,176563,26041812
54930,유신,KOSDAQ,벤처기업부,33450,-900,-2.62,34300,34350,33300,25419,857,100350,3000000
69330,유아이디,KOSDAQ,벤처기업부,1994,-6,-0.3,2000,2000,1986,11221,22,28297,14191091
49520,유아이엘,KOSDAQ,중견기업부,4510,255,5.99,4200,4550,4200,251698,1111,98250,21784936
435380,유안타제10호스팩,KOSDAQ,SPAC(소속부없음),2035,5,0.25,2030,2040,2020,40252,81,11661,5730000
367480,유안타제8호스팩,KOSDAQ,SPAC(소속부없음),2070,0,0,0,0,0,0,0,13434,6490000
430700,유안타제9호스팩,KOSDAQ,SPAC(소속부없음),2065,-25,-1.2,2070,2080,2065,29224,61,10821,5240000
3470,유안타증권,KOSPI,,3110,20,0.65,3035,3200,3025,530506,1651,620745,199596576
3475,유안타증권우,KOSPI,,2700,0,0,2645,2710,2630,5116,14,34863,12912212
263770,유에스티,KOSDAQ,투자주의환기종목(소속부없음),3365,-50,-1.46,3410,3410,3330,40916,137,79751,23700172
337840,유엑스엔,KONEX,일반기업부,14390,110,0.77,14380,14390,13530,135,2,52573,3653441
72130,유엔젤,KOSPI,,4525,85,1.91,4435,4545,4435,177616,800,59709,13195454
220,유유제약,KOSPI,,6340,-90,-1.4,6390,6390,6310,13099,83,109253,17232351
225,유유제약1우,KOSPI,,7530,-10,-0.13,7540,7540,7470,104,1,17070,2266930
227,유유제약2우B,KOSPI,,15990,0,0,15990,15990,15990,63,1,5206,325560
388720,유일로보틱스,KOSDAQ,벤처기업부,26100,-700,-2.61,26800,27150,26050,87654,2327,223960,8580846
340930,유일에너테크,KOSDAQ,벤처기업부,17830,200,1.13,17680,18050,17580,69086,1234,191841,10759444
23410,유진기업,KOSDAQ,우량기업부,3690,-45,-1.2,3715,3720,3665,56204,207,285277,77310863
56080,유진로봇,KOSDAQ,중견기업부,5430,-90,-1.63,5560,5600,5350,399608,2187,203691,37512152
373340,유진스팩6호,KOSDAQ,SPAC(소속부없음),2175,10,0.46,2180,2180,2175,101,0,6569,3020000
388800,유진스팩7호,KOSDAQ,SPAC(소속부없음),2065,0,0,2065,2065,2065,2651,5,10346,5010000
413630,유진스팩8호,KOSDAQ,SPAC(소속부없음),2030,5,0.25,2020,2030,2020,2593,5,12018,5920000
442130,유진스팩9호,KOSDAQ,SPAC(소속부없음),2060,5,0.24,2055,2070,2055,4715,10,7128,3460000
84370,유진테크,KOSDAQ GLOBAL,우량기업부,27050,-750,-2.7,27400,27500,27050,53237,1449,619879,22916042
1200,유진투자증권,KOSPI,,2780,-90,-3.14,2850,2870,2775,76267,213,269289,96866418
178780,유테크,KOSDAQ,관리종목(소속부없음),1730,0,0,0,0,0,0,0,60240,34820984
221800,유투바이오,KONEX,일반기업부,26800,-50,-0.19,25100,26800,25100,6,0,67684,2525510
179900,유티아이,KOSDAQ,벤처기업부,24150,0,0,24250,24400,23900,10446,252,393329,16286895
263050,유틸렉스,KOSDAQ,기술성장기업부,6300,-150,-2.33,6390,6390,6220,116966,734,231606,36762855
100,유한양행,KOSPI,,53300,0,0,53000,53500,52600,50362,2663,4084840,76638657
105,유한양행우,KOSPI,,52900,-300,-0.56,53400,53400,52600,46,2,62472,1180940
3460,유화증권,KOSPI,,2370,-45,-1.86,2410,2410,2365,5034,12,134385,56702415
3465,유화증권우,KOSPI,,2440,50,2.09,2385,2440,2380,71,0,42642,17476425
191410,육일씨엔에쓰,KOSDAQ,중견기업부,2790,-25,-0.89,2815,2815,2780,3653,10,27141,9728022
372170,윤성에프앤씨,KOSDAQ,기술성장기업부,53300,-400,-0.74,53500,55400,52800,114834,6227,425283,7979048
8730,율촌화학,KOSPI,,44500,3750,9.2,41450,44500,41250,238135,10212,1103600,24800000
72770,율호,KOSDAQ,중견기업부,1617,-10,-0.61,1625,1640,1608,101450,165,89284,55216107
8250,이건산업,KOSPI,,8010,20,0.25,7990,8080,7930,20843,167,87731,10952635
39020,이건홀딩스,KOSDAQ,우량기업부,3480,-30,-0.85,3500,3500,3450,5984,21,78595,22584709
25820,이구산업,KOSPI,,3195,-25,-0.78,3210,3210,3165,70034,223,106847,33442000
67920,이글루,KOSDAQ,벤처기업부,6760,-120,-1.74,6890,6930,6710,31079,211,74334,10996119
44960,이글벳,KOSDAQ,중견기업부,5780,-20,-0.34,5830,5830,5760,19547,113,73070,12641883
303530,이노뎁,KOSDAQ,벤처기업부,15220,-410,-2.62,15650,15780,15180,76207,1177,111704,7339299
296640,이노룰스,KOSDAQ,벤처기업부,16190,-660,-3.92,16700,16750,16060,260092,4260,83245,5141760
302430,이노메트리,KOSDAQ,벤처기업부,14150,-100,-0.7,14250,14250,14020,2824,40,139140,9833208
279060,이노벡스,KONEX,일반기업부,4500,500,12.5,4500,4500,4500,1,0,40838,9075076
214320,이노션,KOSPI,,44850,50,0.11,44850,44950,44600,2112,95,897000,20000000
56090,이노시스,KOSDAQ,기술성장기업부,1180,0,0,0,0,0,0,0,93078,78880082
73490,이노와이어리스,KOSDAQ,우량기업부,34100,100,0.29,34300,34550,33650,38303,1311,259291,7603846
215790,이노인스트루먼트,KOSDAQ,중견기업부,1323,-11,-0.82,1332,1333,1314,18085,24,53295,40283149
344860,이노진,KONEX,일반기업부,5480,710,14.88,4880,5480,4880,4954,27,50964,9300000
246960,이노테라피,KOSDAQ,기술성장기업부,8750,-170,-1.91,8850,8970,8750,2590,23,48999,5599847
88390,이녹스,KOSDAQ,우량기업부,22600,0,0,22950,23000,22600,43940,1001,212120,9385844
272290,이녹스첨단소재,KOSDAQ GLOBAL,우량기업부,30750,-1350,-4.21,31900,31900,30700,158058,4892,618864,20125658
53350,이니텍,KOSDAQ,중견기업부,4070,-100,-2.4,4200,4200,4045,17096,70,80549,19790916
41520,이라이콤,KOSDAQ,우량기업부,5210,-10,-0.19,5220,5290,5160,7889,41,63503,12188730
264850,이랜시스,KOSDAQ,중견기업부,2710,-10,-0.37,2730,2730,2700,18234,50,79324,29271012
54210,이랜텍,KOSDAQ,우량기업부,15030,120,0.8,14910,15100,14550,117645,1747,380127,25291210
164060,이루다,KOSDAQ,벤처기업부,7700,-10,-0.13,7590,7940,7350,1241312,9402,135595,17609769
65440,이루온,KOSDAQ,벤처기업부,3210,240,8.08,3360,3465,3190,12730750,42109,87553,27275020
88260,이리츠코크렙,KOSPI,,5350,-60,-1.11,5370,5390,5350,4068,22,338878,63341590
139480,이마트,KOSPI,,103100,-2200,-2.09,105200,105200,102500,32897,3393,2873997,27875819
115610,이미지스,KOSDAQ,벤처기업부,1996,12,0.6,1987,2040,1985,81706,164,30595,15328276
78020,이베스트투자증권,KOSDAQ,우량기업부,5270,-60,-1.13,5360,5360,5250,7494,40,292386,55481190
131400,이브이첨단소재,KOSDAQ,벤처기업부,1887,87,4.83,1813,1963,1806,2697377,5176,60511,32067441
208850,이비테크,KONEX,일반기업부,5000,10,0.2,5000,5000,5000,1,0,14101,2820250
351330,이삭엔지니어링,KOSDAQ,벤처기업부,10000,-200,-1.96,10090,10090,9980,21944,220,82885,8288520
80010,이상네트웍스,KOSDAQ,중견기업부,5750,20,0.35,5800,5800,5700,2798,16,57500,10000000
379390,이성씨엔아이,KONEX,일반기업부,8650,0,0,0,0,0,0,0,24579,2841460
86890,이수앱지스,KOSDAQ,기술성장기업부,6770,0,0,6790,6850,6690,57175,387,224647,33182668
7660,이수페타시스,KOSPI,,7480,120,1.63,7450,7630,7430,1074581,8079,473083,63246419
5950,이수화학,KOSPI,,20300,850,4.37,19450,20400,19200,559894,11204,567579,27959544
15020,이스타코,KOSPI,,939,49,5.51,892,965,890,441885,416,40238,42851600
47560,이스트소프트,KOSDAQ,벤처기업부,12080,-550,-4.35,12730,12740,12010,246086,3054,137427,11376432
900110,이스트아시아홀딩스,KOSDAQ,외국기업(소속부없음),177,-1,-0.56,176,178,175,545032,96,51672,291932050
67010,이씨에스,KOSDAQ,벤처기업부,4030,-50,-1.23,4055,4080,4005,26365,106,49545,12294000
93230,이아이디,KOSPI,,908,5,0.55,933,934,902,437614,401,95837,105547270
341310,이앤에치,KONEX,일반기업부,999,0,0,999,999,999,20,0,17276,17293400
102710,이엔에프테크놀로지,KOSDAQ,우량기업부,23150,-300,-1.28,22950,23200,22850,17402,400,330763,14287836
66980,이엔코퍼레이션,KOSDAQ,중견기업부,3850,-105,-2.65,3950,3950,3810,123533,475,189503,49221473
74610,이엔플러스,KOSPI,,4750,-75,-1.55,4825,4830,4735,479930,2289,277105,58337806
63760,이엘피,KOSDAQ,벤처기업부,4200,-40,-0.94,4220,4280,4175,25410,107,39166,9325130
123570,이엠넷,KOSDAQ,중견기업부,4220,-80,-1.86,4300,4300,4215,8391,36,94005,22276078
83470,이엠앤아이,KOSDAQ,투자주의환기종목(소속부없음),6240,10,0.16,6230,6340,6200,50573,318,129440,20743618
95190,이엠코리아,KOSDAQ,중견기업부,3185,-55,-1.7,3265,3265,3175,62603,201,135621,42581037
91120,이엠텍,KOSDAQ,우량기업부,21950,0,0,21650,21950,21600,42206,916,376068,17132936
232530,이엠티,KONEX,일반기업부,2300,10,0.44,2295,2400,2295,127,0,58913,25614304
102460,이연제약,KOSPI,,19980,-20,-0.1,20000,20000,19700,6660,132,359612,17998577
39030,이오테크닉스,KOSDAQ GLOBAL,우량기업부,73600,-1400,-1.87,75000,75000,73400,27630,2041,906719,12319550
294090,이오플로우,KOSDAQ,기술성장기업부,18540,-390,-2.06,18810,19100,18510,96139,1801,562917,30362279
88290,이원컴포텍,KOSDAQ,중견기업부,6990,-60,-0.85,7050,7110,6910,29371,206,166034,23753060
84680,이월드,KOSPI,,1770,51,2.97,1735,1773,1721,168758,296,250997,141806193
181340,이즈미디어,KOSDAQ,관리종목(소속부없음),2705,0,0,0,0,0,0,0,54260,20058966
