itemCode,stockItemName,marketSegmentation,presence,closingPrice,prepare,fluctuationRate,openPrice,highPrice,lowPrice,tradingVolume,transactionAmount,marketCap,numberOfListedShares
310200,애니플러스,KOSDAQ,중견기업부,4955,-95,-1.88,4965,5200,4945,875165,4433,212024,42789933
179530,애드바이오텍,KOSDAQ,기술성장기업부,4370,-120,-2.67,4490,4490,4360,13636,60,39944,9140444
900100,애머릿지,KOSDAQ,외국기업(소속부없음),2510,0,0,2495,2510,2495,17658,44,84513,33670535
205500,액션스퀘어,KOSDAQ,중견기업부,3175,-55,-1.7,3265,3265,3135,26964,86,147498,46456058
52790,액토즈소프트,KOSDAQ,중견기업부,9110,-100,-1.09,9210,9210,9020,18216,167,103222,11330638
290740,액트로,KOSDAQ,벤처기업부,6370,10,0.16,6330,6390,6200,3119,20,64114,10065011
238090,앤디포스,KOSDAQ,우량기업부,5350,-120,-2.19,5490,5490,5340,25641,138,128289,23979303
92600,앤씨앤,KOSDAQ,벤처기업부,1681,-37,-2.15,1718,1721,1671,83786,141,42165,25083517
129890,앱코,KOSDAQ,벤처기업부,6600,-100,-1.49,6700,6700,6590,5700,38,66849,10128682
174900,앱클론,KOSDAQ,기술성장기업부,13190,-280,-2.08,13310,13350,13180,21054,279,202045,15318069
255440,야스,KOSDAQ,우량기업부,8650,0,0,8700,8700,8530,5115,44,112952,13058000
30960,양지사,KOSDAQ,중견기업부,30000,200,0.67,29650,30450,29650,29946,903,479400,15980000
73570,어반리튬,KOSDAQ,중견기업부,14050,-100,-0.71,14000,14310,13730,165043,2319,388687,27664559
102120,어보브반도체,KOSDAQ,우량기업부,9420,-80,-0.84,9500,9500,9360,29626,279,167495,17780753
263540,어스앤에어로스페이스,KOSDAQ,투자주의환기종목(소속부없음),10880,0,0,0,0,0,0,0,84143,7733747
238120,얼라인드,KOSDAQ,기술성장기업부,7930,-80,-1,8010,8010,7900,5655,45,57012,7189448
224810,엄지하우스,KONEX,일반기업부,4300,-20,-0.46,4290,4300,4290,12,0,18060,4200000
19990,에너토크,KOSDAQ,중견기업부,10090,-250,-2.42,10300,10300,10070,55819,566,98439,9756088
11090,에넥스,KOSPI,,871,1,0.11,870,874,865,21748,19,52253,59991641
270660,에브리봇,KOSDAQ,벤처기업부,16970,-320,-1.85,17290,17290,16960,73494,1255,206887,12191342
38680,에스넷,KOSDAQ,중견기업부,6130,-240,-3.77,6360,6380,6080,246649,1520,104208,16999710
137310,에스디바이오센서,KOSPI,,29100,-200,-0.68,29150,29300,28900,51635,1502,3037556,104383353
217480,에스디생명공학,KOSDAQ,중견기업부,1574,-36,-2.24,1601,1623,1548,152174,241,67066,42608662
121890,에스디시스템,KOSDAQ,투자주의환기종목(소속부없음),739,0,0,0,0,0,0,0,9375,12686120
97780,에스맥,KOSDAQ,중견기업부,1493,-7,-0.47,1500,1501,1484,60326,90,80099,53649781
389500,에스비비테크,KOSDAQ,기술성장기업부,35000,-5000,-12.5,40500,40600,34500,815321,29792,216122,6174904
42110,에스씨디,KOSDAQ,우량기업부,2130,10,0.47,2115,2140,2100,110346,234,102942,48329564
298060,에스씨엠생명과학,KOSDAQ,기술성장기업부,10240,-30,-0.29,10250,10490,10170,46995,484,124300,12138690
65420,에스아이리소스,KOSDAQ,중견기업부,478,-13,-2.65,491,491,474,221886,106,32540,68076186
270210,에스알바이오텍,KONEX,일반기업부,6290,640,11.33,6290,6290,6290,1,0,7817,1242705
103230,에스앤더블류,KOSDAQ,관리종목(소속부없음),2505,0,0,0,0,0,0,0,18036,7200000
260970,에스앤디,KOSDAQ,벤처기업부,16420,60,0.37,16390,16420,16340,2267,37,66656,4059420
101490,에스앤에스텍,KOSDAQ,우량기업부,29000,-400,-1.36,29400,29400,28700,85237,2467,622092,21451447
95910,에스에너지,KOSDAQ,중견기업부,3290,-55,-1.64,3345,3345,3260,60800,200,64170,19504503
275630,에스에스알,KOSDAQ,벤처기업부,7740,-160,-2.03,7680,8130,7560,94183,735,46579,6017989
31330,에스에이엠티,KOSDAQ,우량기업부,2770,-40,-1.42,2810,2810,2755,160761,446,276986,99995067
60540,에스에이티,KOSDAQ,중견기업부,2265,-5,-0.22,2275,2280,2240,46674,105,59192,26133306
351320,에스에이티이엔지,KOSDAQ,벤처기업부,3505,-45,-1.27,3530,3555,3460,99895,349,77166,22015886
56190,에스에프에이,KOSDAQ GLOBAL,우량기업부,37300,-100,-0.27,37400,37500,36700,24835,922,1339397,35908760
80000,에스엔유,KOSDAQ,우량기업부,3510,190,5.72,3320,3830,3215,2118357,7626,120473,34322870
5850,에스엘,KOSPI,,26500,-400,-1.49,26900,26950,26500,63072,1685,1230886,46448520
214310,에스엘바이오닉스,KOSDAQ,투자주의환기종목(소속부없음),306,0,0,0,0,0,0,0,22516,73582603
246250,에스엘에스바이오,KONEX,일반기업부,7400,120,1.65,7400,7400,7400,1,0,50805,6865603
258540,에스엘테라퓨틱스,KONEX,일반기업부,3200,105,3.39,3100,3550,2975,497,2,33210,10378119
41510,에스엠,KOSDAQ,우량기업부,92500,1500,1.65,90500,93900,89600,357389,33028,2202175,23807301
10580,에스엠벡셀,KOSPI,,2050,-55,-2.61,2105,2135,2040,52480,108,228066,111251760
299670,에스엠비나,KONEX,일반기업부,3740,0,0,0,0,0,0,0,20383,5450000
7820,에스엠코어,KOSDAQ,중견기업부,6460,-70,-1.07,6540,6540,6400,33852,218,129419,20033946
109610,에스와이,KOSDAQ,중견기업부,3495,10,0.29,3470,3520,3400,357227,1240,170931,48907400
12750,에스원,KOSPI,,58200,-300,-0.51,58400,58700,57700,16495,959,2211552,37999178
306040,에스제이그룹,KOSDAQ,우량기업부,17870,170,0.96,17560,17930,17320,13281,234,176302,9865828
217910,에스제이켐,KONEX,일반기업부,429,0,0,0,0,0,0,0,5573,12990522
224020,에스케이씨에스,KONEX,일반기업부,2200,130,6.28,2050,2200,2050,100,0,7589,3449586
408920,에스케이증권7호스팩,KOSDAQ,SPAC(소속부없음),3000,110,3.81,2915,3030,2915,109750,326,10860,3620000
435870,에스케이증권제8호스팩,KOSDAQ,SPAC(소속부없음),2045,-5,-0.24,2050,2055,2035,4616,9,7607,3720000
96630,에스코넥,KOSDAQ,중견기업부,1116,-22,-1.93,1138,1139,1108,195748,219,73968,66279963
69510,에스텍,KOSDAQ,중견기업부,8170,-20,-0.24,8190,8190,8170,409,3,89135,10910000
41910,에스텍파마,KOSDAQ,우량기업부,7510,-80,-1.05,7540,7590,7500,8584,65,89356,11898263
234300,에스트래픽,KOSDAQ,중견기업부,4285,-40,-0.92,4350,4350,4255,50088,215,111984,26133932
39440,에스티아이,KOSDAQ,우량기업부,12940,-70,-0.54,13030,13030,12810,21165,273,204840,15830000
98660,에스티오,KOSDAQ,중견기업부,2565,-25,-0.97,2590,2590,2535,9310,24,32065,12500976
52020,에스티큐브,KOSDAQ,중견기업부,16430,230,1.42,16290,16700,15900,614452,10012,721332,43903367
237690,에스티팜,KOSDAQ GLOBAL,벤처기업부,81200,200,0.25,81000,81600,80400,19169,1552,1527273,18808775
50760,에스폴리텍,KOSDAQ,중견기업부,2600,0,0,2600,2600,2550,12716,33,42470,16334678
288620,에스퓨얼셀,KOSDAQ,벤처기업부,22700,0,0,22800,23050,22550,42146,959,156047,6874316
317830,에스피시스템스,KOSDAQ,벤처기업부,9140,-30,-0.33,9170,9390,9110,80496,746,83915,9181060
58610,에스피지,KOSDAQ,우량기업부,18520,-680,-3.54,18930,18960,18510,420098,7875,410725,22177360
43340,에쎈테크,KOSDAQ,중견기업부,997,0,0,997,997,986,41747,41,71784,72000000
23960,에쓰씨엔지니어링,KOSPI,,1527,-6,-0.39,1540,1540,1519,91861,140,47718,31249355
298690,에어부산,KOSPI,,4250,-110,-2.52,4360,4360,4180,533692,2265,495720,116640000
187660,에이디엠코리아,KOSDAQ,벤처기업부,2470,-15,-0.6,2490,2515,2430,137033,340,53936,21836250
54630,에이디칩스,KOSDAQ,벤처기업부,455,32,7.57,423,475,420,5153494,2340,36268,79709461
200710,에이디테크놀로지,KOSDAQ,우량기업부,15950,550,3.57,15410,16100,15300,142432,2250,212683,13334327
96690,에이루트,KOSDAQ,투자주의환기종목(소속부없음),479,-8,-1.64,486,486,477,206926,100,77111,160983948
140910,에이리츠,KOSPI,,3670,25,0.69,3645,3675,3645,3198,12,16379,4463032
78520,에이블씨엔씨,KOSPI,,7010,-390,-5.27,7160,7170,6950,141048,996,189505,27033459
298380,에이비엘바이오,KOSDAQ,기술성장기업부,21400,-300,-1.38,21350,21900,21000,186473,3977,1022668,47788214
203400,에이비온,KOSDAQ,기술성장기업부,6770,10,0.15,6760,6770,6700,9827,66,127582,18845237
195990,에이비프로바이오,KOSDAQ,중견기업부,444,-3,-0.67,447,464,441,162721,72,121518,273689721
3800,에이스침대,KOSDAQ,중견기업부,34900,-50,-0.14,34950,35000,34650,112,4,387041,11090000
88800,에이스테크,KOSDAQ,중견기업부,6460,-240,-3.58,6640,6680,6420,224218,1456,290222,44926073
241840,에이스토리,KOSDAQ,중견기업부,24450,-250,-1.01,25000,25050,24400,32921,812,233253,9539994
311960,에이아이더뉴트리진,KONEX,일반기업부,12340,690,5.92,12000,12340,12000,100,1,37793,3062664
312610,에이에프더블류,KOSDAQ,벤처기업부,3540,-60,-1.67,3600,3600,3505,13009,46,71709,20256888
15260,에이엔피,KOSPI,,1556,-1,-0.06,1557,1558,1549,18297,28,63144,40581153
234070,에이원알폼,KONEX,일반기업부,3360,0,0,0,0,0,0,0,23313,6938482
72990,에이치시티,KOSDAQ,우량기업부,8390,-20,-0.24,8490,8490,8370,860,7,59330,7071518
227100,에이치앤비디자인,KOSDAQ,중견기업부,3260,-60,-1.81,3330,3330,3200,10245,33,35902,11012922
44990,에이치엔에스하이텍,KONEX,일반기업부,12150,0,0,0,0,0,0,0,91259,7511064
239610,에이치엘사이언스,KOSDAQ,우량기업부,19310,-420,-2.13,19730,19730,19310,1026,20,104122,5392115
353070,에이치엠씨제4호스팩,KOSDAQ,관리종목(소속부없음),2020,0,0,2020,2020,2020,4472,9,8706,4310000
353060,에이치엠씨제5호스팩,KOSDAQ,SPAC(소속부없음),2020,-5,-0.25,2020,2020,2020,100,0,10332,5115000
148930,에이치와이티씨,KOSDAQ,중견기업부,9860,190,1.96,9540,9920,9510,31443,306,99539,10095213
44780,에이치케이,KOSDAQ,벤처기업부,2205,0,0,2205,2215,2180,19981,44,40805,18505787
357230,에이치피오,KOSDAQ,벤처기업부,8230,-90,-1.08,8240,8320,8160,13416,110,164091,19938160
71670,에이테크솔루션,KOSDAQ,우량기업부,9740,-160,-1.62,9900,9900,9740,16067,157,97400,10000000
45660,에이텍,KOSDAQ,우량기업부,9520,0,0,9470,9580,9430,10764,102,78635,8260000
224110,에이텍티앤,KOSDAQ,벤처기업부,11830,-110,-0.92,12060,12400,11710,208809,2524,63172,5340000
230980,에이트원,KOSDAQ,벤처기업부,789,3,0.38,785,797,778,358021,282,58714,74415819
21080,에이티넘인베스트,KOSDAQ,우량기업부,2935,-50,-1.68,2985,2995,2915,120888,355,140880,48000000
89530,에이티세미콘,KOSDAQ,중견기업부,1003,-6,-0.59,1002,1005,992,404593,404,72495,72278403
200470,에이팩트,KOSDAQ,중견기업부,2845,-25,-0.87,2870,2870,2805,12628,36,120520,42362093
207490,에이펙스인텍,KONEX,일반기업부,7100,0,0,0,0,0,0,0,25560,3600000
262260,에이프로,KOSDAQ,우량기업부,12410,30,0.24,12440,12550,12200,37951,470,179208,14440643
7460,에이프로젠,KOSPI,,2040,164,8.74,1910,2195,1883,12647690,26236,517484,253668855
109960,에이프로젠 H&G,KOSDAQ,중견기업부,301,3,1.01,301,318,297,1827946,565,53787,178695217
3060,에이프로젠바이오로직스,KOSPI,,398,-5,-1.24,405,416,397,7922377,3222,233130,585754688
397030,에이프릴바이오,KOSDAQ,기술성장기업부,16910,-130,-0.76,17040,17120,16800,10813,183,178587,10561025
244920,에이플러스에셋,KOSPI,,4780,-15,-0.31,4800,4800,4750,2204,11,108065,22607693
89970,에이피티씨,KOSDAQ,우량기업부,11510,-210,-1.79,11550,11650,11470,15211,175,276017,23980595
230240,에치에프알,KOSDAQ,벤처기업부,34850,-350,-0.99,34950,35300,34750,58494,2045,470093,13489026
230360,에코마케팅,KOSDAQ GLOBAL,중견기업부,13830,-10,-0.07,13840,13950,13710,39700,550,447650,32368029
38870,에코바이오,KOSDAQ,중견기업부,5070,-50,-0.98,5060,5090,5030,7687,39,59847,11804087
101360,에코앤드림,KOSDAQ,우량기업부,27350,850,3.21,26800,27500,26550,66407,1808,290146,10608636
128540,에코캡,KOSDAQ,벤처기업부,4430,-45,-1.01,4460,4460,4385,54468,240,118239,26690460
86520,에코프로,KOSDAQ,우량기업부,146500,8900,6.47,138500,149000,138200,855885,123996,3700227,25257525
247540,에코프로비엠,KOSDAQ GLOBAL,우량기업부,118200,4100,3.59,113600,119000,113100,1181940,138500,1.16E+07,97801344
383310,에코프로에이치엔,KOSDAQ,중견기업부,53300,200,0.38,53100,53800,52300,47328,2522,815753,15304932
38110,에코플라스틱,KOSDAQ,중견기업부,3065,10,0.33,3060,3105,3055,469191,1446,104729,34169370
73540,에프알텍,KOSDAQ,벤처기업부,3130,-40,-1.26,3130,3190,3110,11643,36,35682,11400000
64850,에프앤가이드,KOSDAQ,벤처기업부,7140,10,0.14,7130,7150,7050,3261,23,86251,12080000
64090,에프앤리퍼블릭,KOSDAQ,중견기업부,1446,-84,-5.49,1530,1530,1442,152653,223,19632,13576729
36810,에프에스티,KOSDAQ,우량기업부,21050,-550,-2.55,21600,21800,21000,186629,4000,457980,21756789
173940,에프엔씨엔터,KOSDAQ,중견기업부,5770,-80,-1.37,5730,5850,5730,984,6,87815,15219156
83500,에프엔에스테크,KOSDAQ,벤처기업부,8070,-190,-2.3,8220,8220,7970,23195,187,68520,8490722
54940,엑사이엔씨,KOSDAQ,중견기업부,1500,-18,-1.19,1517,1518,1498,52169,79,49760,33173548
43090,엑서지21,KOSDAQ,중견기업부,1800,8,0.45,1797,1850,1787,273245,496,89340,49633080
950130,엑세스바이오,KOSDAQ,외국기업(소속부없음),11420,90,0.79,11350,11480,11350,96934,1107,414723,36315527
205100,엑셈,KOSDAQ,벤처기업부,4510,-155,-3.32,4665,4665,4460,282804,1282,164084,36382273
70300,엑스큐어,KOSDAQ,벤처기업부,3245,0,0,3250,3360,3195,27725,91,23903,7366074
92870,엑시콘,KOSDAQ,우량기업부,9630,-20,-0.21,9660,9660,9590,3870,37,104474,10848797
317870,엔바이오니아,KOSDAQ,기술성장기업부,6120,20,0.33,6100,6270,6070,23128,142,48196,7875151
67570,엔브이에이치코리아,KOSDAQ,우량기업부,3780,30,0.8,3750,3825,3720,29472,111,124077,32824712
236810,엔비티,KOSDAQ,기술성장기업부,7120,-150,-2.06,7270,7400,7090,327433,2373,120865,16975426
140610,엔솔바이오사이언스,KONEX,일반기업부,10050,-20,-0.2,10000,10450,9960,1389,14,103291,10277759
333620,엔시스,KOSDAQ,벤처기업부,11350,-190,-1.65,11640,11640,11310,19300,220,119815,10556344
101400,엔시트론,KOSDAQ,중견기업부,788,28,3.68,760,799,759,275275,216,37197,47203978
36570,엔씨소프트,KOSPI,,468500,-3500,-0.74,471000,475000,468000,24495,11544,1.03E+07,21954022
31860,엔에스엔,KOSDAQ,중견기업부,632,-6,-0.94,644,644,621,491096,310,54714,86572118
238170,엔에스엠,KONEX,일반기업부,547,9,1.67,617,617,501,1004,1,11364,20774684
224760,엔에스컴퍼니,KONEX,일반기업부,2475,0,0,0,0,0,0,0,9751,3939700
380440,엔에이치스팩19호,KOSPI,,1978,3,0.15,1979,1979,1978,869,2,101452,51290000
391060,엔에이치스팩20호,KOSDAQ,SPAC(소속부없음),1983,-4,-0.2,1987,1987,1983,6104,12,50567,25500000
396770,엔에이치스팩22호,KOSDAQ,SPAC(소속부없음),3385,-145,-4.11,3520,3520,3350,238484,812,21799,6440000
422040,엔에이치스팩23호,KOSDAQ,SPAC(소속부없음),2015,0,0,0,0,0,0,0,14427,7160000
437780,엔에이치스팩24호,KOSDAQ,SPAC(소속부없음),2140,-20,-0.93,2160,2160,2140,5325,11,10764,5030000
438580,엔에이치스팩25호,KOSDAQ,SPAC(소속부없음),2290,55,2.46,2220,2300,2220,4889,11,6916,3020000
439410,엔에이치스팩26호,KOSDAQ,SPAC(소속부없음),2060,0,0,2055,2060,2055,1522,3,18128,8800000
440820,엔에이치스팩27호,KOSDAQ,SPAC(소속부없음),2055,-10,-0.48,2070,2070,2050,6130,13,16029,7800000
265740,엔에프씨,KOSDAQ,벤처기업부,9530,80,0.85,9360,9600,9330,4478,42,85120,8931800
354200,엔젠바이오,KOSDAQ,기술성장기업부,9940,-110,-1.09,10110,10110,9870,11564,115,124759,12551212
419080,엔젯,KOSDAQ,기술성장기업부,13930,-50,-0.36,13900,14110,13690,30159,420,146513,10517817
93510,엔지브이아이,KONEX,일반기업부,1820,0,0,0,0,0,0,0,9313,6020000
208860,엔지스테크널러지,KOSDAQ,투자주의환기종목(소속부없음),2205,0,0,0,0,0,0,0,25234,11443863
183490,엔지켐생명과학,KOSDAQ,기술성장기업부,1723,9,0.53,1715,1744,1700,126601,218,145228,84288078
85310,엔케이,KOSPI,,950,-5,-0.52,954,960,943,34053,32,75984,79983352
182400,엔케이맥스,KOSDAQ,기술성장기업부,12940,-420,-3.14,13300,13360,12900,117903,1531,515338,39825159
348370,엔켐,KOSDAQ,벤처기업부,62000,0,0,61800,62400,61000,42051,2606,980364,15812315
69410,엔텔스,KOSDAQ,벤처기업부,7550,10,0.13,7440,7730,7430,130648,995,77348,10244824
227950,엔투텍,KOSDAQ,투자주의환기종목(소속부없음),690,-12,-1.71,702,702,680,423198,291,69208,100301731
291230,엔피,KOSDAQ,중견기업부,8620,-330,-3.69,8890,8900,8570,3179771,27869,356101,41311061
198080,엔피디,KOSDAQ,우량기업부,3095,105,3.51,3280,3495,3075,4624637,15029,66651,21535185
48830,엔피케이,KOSDAQ,중견기업부,1971,-19,-0.95,1990,1990,1965,18092,36,36905,18723923
96870,엘디티,KOSDAQ,벤처기업부,3895,-105,-2.63,4000,4000,3860,18355,72,26012,6678400
276240,엘리비젼,KONEX,일반기업부,498,30,6.41,500,500,398,604,0,3761,7553138
900140,엘브이엠씨홀딩스,KOSPI,,2750,-20,-0.72,2770,2770,2740,38296,105,273502,99455297
376190,엘비루셈,KOSDAQ,중견기업부,7860,-30,-0.38,7850,7940,7750,62435,490,193356,24600000
61970,엘비세미콘,KOSDAQ,우량기업부,7400,-80,-1.07,7450,7450,7360,63147,467,324006,43784592
138690,엘아이에스,KOSDAQ,관리종목(소속부없음),982,0,0,0,0,0,0,0,22849,23268260
290650,엘앤씨바이오,KOSDAQ,벤처기업부,22350,0,0,22300,22400,21750,51486,1133,507007,22684891
66970,엘앤에프,KOSDAQ GLOBAL,중견기업부,215000,1000,0.47,211500,218500,208500,240908,51744,7743938,36018316
156100,엘앤케이바이오,KOSDAQ,벤처기업부,8370,60,0.72,8700,8700,8370,18117,154,112205,13405659
311060,엘에이티,KONEX,일반기업부,5400,-40,-0.74,5400,5400,5400,100,1,17082,3163402
73110,엘엠에스,KOSDAQ,중견기업부,7690,110,1.45,7620,7830,7530,30536,235,68408,8895755
83310,엘오티베큠,KOSDAQ,우량기업부,13440,70,0.52,13370,13580,13150,24092,323,239367,17810033
37950,엘컴텍,KOSDAQ,중견기업부,1215,-42,-3.34,1225,1237,1211,602779,734,102604,84447519
170920,엘티씨,KOSDAQ,벤처기업부,10290,-90,-0.87,10380,10480,10210,10761,111,82986,8064765
58630,엠게임,KOSDAQ,벤처기업부,8330,-120,-1.42,8500,8580,8320,298268,2527,162800,19543877
58970,엠로,KOSDAQ,기술성장기업부,19390,140,0.73,19750,19750,19100,29532,571,217403,11212120
19590,엠벤처투자,KOSDAQ,벤처기업부,801,2,0.25,820,828,798,2314709,1884,67812,84658849
169330,엠브레인,KOSDAQ,중견기업부,3310,75,2.32,3235,3345,3235,34560,114,60199,18186918
97520,엠씨넥스,KOSPI,,30800,-450,-1.44,31100,31100,30600,18149,558,553714,17977732
179290,엠아이텍,KOSDAQ,벤처기업부,12150,-350,-2.8,12390,12530,12140,105947,1305,389760,32079008
9780,엠에스씨,KOSDAQ,우량기업부,6740,10,0.15,6710,6760,6600,17593,117,118624,17600000
123040,엠에스오토텍,KOSDAQ,중견기업부,4620,25,0.54,4595,4635,4555,35482,163,201653,43647846
323230,엠에프엠코리아,KOSDAQ,중견기업부,917,2,0.22,915,934,915,40563,37,27759,30271660
33160,엠케이전자,KOSDAQ,우량기업부,11730,-140,-1.18,11840,11840,11700,38396,451,255804,21807689
347890,엠투아이,KOSDAQ,벤처기업부,9090,-190,-2.05,9270,9350,9070,89253,820,152696,16798204
33310,엠투엔,KOSDAQ,중견기업부,5140,120,2.39,5020,5250,4950,110448,566,207359,40342231
259630,엠플러스,KOSDAQ,벤처기업부,9850,-50,-0.51,9900,9920,9770,63923,629,120982,12282402
65150,엠피대산,KOSDAQ,벤처기업부,418,1,0.24,415,426,414,32364,14,52368,125282405
50540,엠피씨플러스,KOSDAQ,투자주의환기종목(소속부없음),822,0,0,0,0,0,0,0,5317,6468087
115960,연우,KOSDAQ,우량기업부,19100,100,0.53,19180,19340,18840,19264,368,236802,12398000
60850,영림원소프트랩,KOSDAQ,벤처기업부,11300,-260,-2.25,11550,11550,11180,35779,406,91880,8131000
14440,영보화학,KOSPI,,3600,-35,-0.96,3620,3635,3590,4121,15,72000,20000000
7530,영신금속,KOSDAQ,중견기업부,3125,5,0.16,3120,3125,3085,18048,56,59920,19174452
143540,영우디에스피,KOSDAQ,벤처기업부,1438,-22,-1.51,1460,1460,1431,78710,113,64135,44599895
111770,영원무역,KOSPI,,42800,-450,-1.04,43050,43250,42700,18630,799,1896531,44311468
9970,영원무역홀딩스,KOSPI,,59600,-200,-0.33,59700,60000,59300,2631,157,812681,13635592
3520,영진약품,KOSPI,,3630,0,0,3630,3665,3550,265844,960,663901,182892731
112290,영창케미칼,KOSDAQ,기술성장기업부,13190,130,1,13120,13320,13040,70992,935,133358,10110545
670,영풍,KOSPI,,620000,1000,0.16,620000,624000,613000,782,482,1142065,1842040
36560,영풍정밀,KOSDAQ,우량기업부,11410,200,1.78,11230,11470,11230,86326,981,179708,15750000
6740,영풍제지,KOSPI,,15000,190,1.28,14810,15250,14760,62893,945,334425,22295000
12280,영화금속,KOSPI,,822,-1,-0.12,823,823,819,18366,15,43890,53394505
265560,영화테크,KOSDAQ,벤처기업부,10460,40,0.38,10420,10540,10330,21033,220,111819,10690180
12160,영흥,KOSPI,,761,-16,-2.06,772,772,759,37958,29,77097,101310372
36000,예림당,KOSDAQ,중견기업부,2040,-30,-1.45,2075,2090,2035,8038,17,46990,23034277
250930,예선테크,KOSDAQ,벤처기업부,1284,25,1.99,1283,1296,1271,107461,138,42373,33000440
53280,예스24,KOSDAQ,우량기업부,5870,-10,-0.17,5830,5910,5800,52243,306,146750,25000000
15360,예스코홀딩스,KOSPI,,31050,-100,-0.32,31150,31150,30900,311,10,186300,6000000
122640,예스티,KOSDAQ,벤처기업부,7890,-120,-1.5,8010,8010,7830,12270,97,142429,18051850
900300,오가닉티코스메틱,KOSDAQ,외국기업(소속부없음),233,1,0.43,229,234,229,389012,90,43166,185263481
45060,오공,KOSDAQ,우량기업부,3595,-10,-0.28,3620,3620,3560,13858,50,60906,16941974
80520,오디텍,KOSDAQ,벤처기업부,5210,-80,-1.51,5290,5300,5210,30926,162,61200,11746609
7310,오뚜기,KOSPI,,468500,-4500,-0.95,470000,472000,465500,771,361,1877668,4007830
39830,오로라,KOSDAQ,우량기업부,8150,-90,-1.09,8240,8240,8150,4499,37,87718,10762890
322310,오로스테크놀로지,KOSDAQ,벤처기업부,16010,110,0.69,16060,16350,15550,54423,872,149958,9366542
46120,오르비텍,KOSDAQ,중견기업부,4790,-5,-0.1,4780,4810,4660,188118,887,129660,27068824
14940,오리엔탈정공,KOSDAQ,우량기업부,2705,-15,-0.55,2740,2740,2690,22213,60,123277,45573661
2630,오리엔트바이오,KOSPI,,684,-5,-0.73,687,689,682,58996,40,81111,118583005
65500,오리엔트정공,KOSDAQ,중견기업부,1267,-8,-0.63,1278,1278,1266,23842,30,40218,31742912
271560,오리온,KOSPI,,122200,-1100,-0.89,123000,123300,122000,16318,2002,4831315,39536132
1800,오리온홀딩스,KOSPI,,15680,190,1.23,15490,15690,15350,34558,538,982280,62645422
10470,오리콤,KOSDAQ,우량기업부,13880,130,0.95,13650,14030,13500,129969,1801,166214,11975050
417860,오브젠,KOSDAQ,기술성장기업부,63500,200,0.32,65100,69500,61400,1632442,106788,246366,3879775
352910,오비고,KOSDAQ,기술성장기업부,10710,-850,-7.35,11340,11470,10600,173083,1879,130299,12166093
53980,오상자이엘,KOSDAQ,우량기업부,5030,-70,-1.37,5100,5100,5030,11698,59,89272,17747882
52420,오성첨단소재,KOSDAQ,중견기업부,1715,-25,-1.44,1743,1743,1706,54674,94,119223,69517744
241790,오션브릿지,KOSDAQ,우량기업부,13960,-190,-1.34,14140,14140,13860,12445,173,139637,10002634
39200,오스코텍,KOSDAQ,벤처기업부,19680,-1170,-5.61,20650,20650,19640,196739,3924,723100,36742911
226400,오스테오닉,KOSDAQ,기술성장기업부,3280,-75,-2.24,3355,3355,3250,18519,61,57114,17412791
31510,오스템,KOSDAQ,중견기업부,1698,-25,-1.45,1710,1723,1660,89157,151,47544,28000000
48260,오스템임플란트,KOSDAQ,투자주의환기종목(소속부없음),186700,400,0.21,186500,187700,186500,106978,19984,2801746,15006672
368970,오에스피,KOSDAQ,벤처기업부,7720,290,3.9,7430,7890,7260,405782,3108,72152,9346160
138080,오이솔루션,KOSDAQ,우량기업부,19380,-160,-0.82,19660,19850,19200,15790,307,205895,10624095
80580,오킨스전자,KOSDAQ,벤처기업부,18670,-310,-1.63,18980,19350,18660,29085,553,330072,17679298
67170,오텍,KOSDAQ,우량기업부,6160,-60,-0.96,6250,6280,6070,19228,118,94812,15391605
353590,오토앤,KOSDAQ,중견기업부,11250,-120,-1.06,11330,11370,11240,31749,358,144850,12875570
173130,오파스넷,KOSDAQ,중견기업부,8510,150,1.79,8310,8630,8300,377509,3208,100932,11860430
49480,오픈베이스,KOSDAQ,중견기업부,3085,-60,-1.91,3090,3130,3050,463842,1428,96938,31422383
394280,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,18160,1210,7.14,17300,19000,17200,4405016,79969,384277,21160611
309930,오하임아이엔티,KOSDAQ,벤처기업부,2750,-60,-2.14,2810,2810,2740,25816,71,58366,21224146
244460,올리패스,KOSDAQ,기술성장기업부,5350,-60,-1.11,5440,5440,5310,35269,188,159330,29781325
226950,올릭스,KOSDAQ,기술성장기업부,24000,1150,5.03,22800,24250,22300,83230,1965,328876,13703160
57540,옴니시스템,KOSDAQ,중견기업부,1727,-29,-1.65,1749,1749,1715,142561,246,80218,46449355
131030,옵투스제약,KOSDAQ,우량기업부,6320,-80,-1.25,6390,6400,6270,18242,115,102088,16153162
82210,옵트론텍,KOSDAQ,중견기업부,3885,-55,-1.4,3940,3950,3865,17279,67,95120,24483945
109080,옵티시스,KOSDAQ,벤처기업부,15430,-570,-3.56,15980,16100,15430,69807,1098,86963,5636000
380540,옵티코어,KOSDAQ,중견기업부,3320,130,4.08,3245,3395,3225,6044169,19934,86988,26201355
153710,옵티팜,KOSDAQ,기술성장기업부,7510,-40,-0.53,7490,7630,7440,11366,85,110171,14669958
321820,와이더플래닛,KOSDAQ,기술성장기업부,7350,-20,-0.27,7480,7560,7210,60746,450,50776,6908282
122990,와이솔,KOSDAQ,우량기업부,7120,-70,-0.97,7170,7220,7060,4751,34,200691,28186941
